SA2_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
801011024,16,118,82,810,15,1044,0,0,0,0,0,4,86,6,14,8,0,110,5,0,0,0,0,7,24,15,5,20,0,67,136,92,64,591,22,906,14,0,4,0,0,19,12,0,0,4,0,19,28,23,7,59,0,121,17,7,0,4,0,28,7,0,0,3,0,18,65,3,5,0,0,71,38,29,17,277,6,359,24,17,3,17,4,61,7,0,0,0,0,7,0,0,0,4,0,5,6,0,0,0,0,6,3,3,0,3,0,7,0,0,0,0,0,3,5,3,5,3,0,15,19,0,5,11,0,39,0,0,0,0,0,6,0,0,0,0,0,0,48,36,14,211,5,313,8,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,12,3,0,0,0,0,3,19,0,4,0,0,23,9,6,4,7,0,27,272,25,22,32,3,352,15,4,3,18,110,153,811,230,147,1478,149,2812,14,139
801011025,9,122,75,904,19,1131,0,0,0,0,0,0,34,5,0,6,0,46,13,0,0,6,0,18,18,10,0,14,0,42,166,103,57,617,24,977,9,0,0,0,0,10,4,0,0,4,0,13,29,8,10,61,0,108,25,6,0,15,6,52,3,5,5,0,0,9,7,0,0,0,0,13,36,33,17,283,3,370,21,9,0,19,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,15,3,4,0,0,0,7,0,3,5,6,0,15,17,0,0,13,0,29,11,0,0,6,0,19,6,0,0,0,0,5,33,17,25,181,0,260,10,0,0,0,0,7,5,0,0,0,0,5,11,4,0,0,0,15,4,0,0,0,0,8,18,0,0,0,0,18,6,0,3,10,3,28,128,24,23,30,10,217,9,3,0,15,79,108,540,205,138,1535,138,2558,20,112
801011026,22,88,90,762,6,968,0,0,0,0,0,0,76,0,0,3,0,77,18,4,0,0,0,21,17,8,3,9,0,35,206,85,98,573,3,970,3,0,0,0,0,6,4,0,4,6,0,15,32,9,13,48,0,97,55,15,4,13,3,88,6,0,0,0,0,6,35,0,0,0,0,35,40,19,25,291,4,370,71,9,4,41,4,128,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,0,0,0,0,4,17,3,4,6,0,30,12,0,0,7,0,17,11,0,0,4,0,17,5,0,0,0,0,5,48,23,27,193,3,293,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,7,0,0,0,0,9,14,0,3,0,0,16,8,3,0,6,0,22,164,26,23,39,6,255,5,0,0,24,47,85,765,171,182,1414,77,2608,17,86
801011111,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,18,0,0
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,303,0,0,0,4,303,308,0,0
801031032,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,26,0,34,0,0
801031113,3,32,31,195,7,265,0,0,0,0,0,0,3,0,0,0,0,5,7,0,0,0,0,0,13,0,0,4,0,17,61,21,31,221,3,344,4,0,0,0,9,11,0,0,0,8,0,7,7,0,0,22,0,35,7,0,0,0,0,9,4,0,0,0,0,5,3,0,0,0,0,3,4,0,0,99,6,119,8,12,0,16,0,26,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,5,3,0,5,0,0,4,10,0,0,0,0,10,4,4,0,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,19,3,8,63,5,88,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,5,8,0,51,0,0,0,16,89,105,176,49,50,480,118,871,5,17
801031114,3,0,3,21,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,18,0,33,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,7,0,0,0,0,0,0,15,7,3,43,6,75,0,3
801031115,0,8,3,61,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,44,4,74,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,25,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,20,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,5,0,8,0,0,0,4,3,13,24,15,7,121,12,176,0,4
801041034,31,274,219,1803,15,2330,0,0,0,6,0,6,188,0,13,12,4,217,108,21,7,26,4,163,33,13,9,16,0,77,301,201,142,1075,19,1741,64,0,7,3,0,73,9,4,3,12,0,21,45,33,21,105,0,210,25,9,4,30,0,61,4,0,0,4,0,15,131,0,3,0,3,135,61,41,35,399,3,534,70,43,22,71,7,214,22,0,3,0,0,23,6,3,0,0,0,11,26,5,0,3,0,33,10,3,3,3,0,21,8,4,7,3,0,21,20,12,9,4,0,49,40,3,8,5,0,53,10,0,0,0,0,12,6,0,0,0,0,13,79,47,34,300,3,469,15,0,0,0,0,19,32,0,0,0,0,32,36,9,0,12,0,54,33,0,3,0,0,40,60,0,11,0,0,74,11,4,0,16,0,37,346,48,48,47,17,516,22,4,0,64,72,169,1635,468,368,2948,147,5572,36,234
801041035,20,45,54,336,8,464,0,0,0,0,0,0,66,4,0,0,0,65,32,0,0,10,0,51,12,8,8,11,0,31,52,40,30,196,6,320,34,3,4,0,0,40,7,0,0,0,0,6,11,9,10,36,0,64,6,0,0,7,0,7,0,0,0,0,0,0,121,3,0,0,0,127,11,5,10,88,0,117,6,4,0,17,0,32,7,0,0,0,0,7,0,0,0,0,0,0,0,3,0,7,0,12,6,0,0,0,0,4,0,0,0,0,0,7,10,6,0,4,0,17,13,0,0,3,0,14,5,0,0,0,0,5,4,0,0,0,0,4,13,14,3,44,0,75,3,0,0,0,0,3,23,0,0,0,0,26,12,0,0,0,0,10,27,0,0,0,0,28,21,0,0,0,0,22,0,0,0,4,0,4,219,10,20,13,3,262,13,0,0,5,30,51,693,99,84,575,50,1497,109,180
801041036,8,48,35,388,4,484,0,0,0,5,0,5,52,0,3,5,0,68,26,9,11,12,5,60,5,0,3,6,0,14,78,37,35,257,0,414,6,0,0,0,0,3,0,0,0,4,0,5,9,9,9,27,0,54,10,0,3,4,0,28,4,3,0,3,0,7,56,0,8,0,0,58,15,3,16,115,3,150,22,15,13,37,0,86,9,0,0,0,0,11,3,0,0,0,0,5,8,0,0,0,0,8,3,4,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,0,9,0,0,0,7,0,8,13,0,0,0,0,13,19,9,9,64,0,101,7,0,0,0,0,7,17,0,0,0,0,17,5,0,0,0,0,8,17,0,0,0,0,20,12,0,3,0,0,21,6,0,0,4,0,10,157,11,8,21,3,205,4,0,0,8,56,71,525,96,97,703,78,1490,45,241
801041037,15,31,19,104,0,162,0,0,0,0,0,0,56,0,3,0,0,57,3,0,0,6,0,8,4,0,0,3,0,5,29,22,13,96,0,165,12,0,0,4,0,20,0,0,0,0,0,0,5,0,0,16,0,28,0,0,0,0,0,0,3,0,0,0,0,3,40,0,0,0,0,40,5,6,6,58,0,74,6,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,4,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,23,0,48,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,15,0,0,0,0,0,0,71,3,3,9,4,89,5,0,0,0,8,21,242,45,40,231,12,566,44,141
801041038,20,77,62,656,11,824,0,0,0,8,0,8,134,0,4,3,4,155,91,20,0,26,4,143,16,5,4,9,6,40,118,65,41,340,0,567,19,0,4,4,4,37,6,0,0,3,0,6,21,9,3,45,0,79,12,3,0,18,0,27,0,0,0,0,0,8,159,0,0,0,0,159,12,6,13,140,0,175,25,17,6,23,0,75,10,0,0,0,0,11,3,0,3,0,0,6,13,0,4,3,0,21,6,0,0,4,0,9,0,0,0,0,0,0,9,0,4,5,0,11,9,0,3,0,0,17,4,0,0,0,0,10,3,4,0,0,0,4,40,18,11,100,0,160,10,0,0,0,0,13,17,0,0,0,0,17,7,0,0,0,0,9,26,0,0,0,0,26,21,0,0,0,0,21,8,0,0,0,0,14,168,8,22,23,0,222,26,9,0,21,48,104,904,161,116,1064,77,2318,41,137
801041039,40,84,79,645,13,853,0,0,0,0,0,3,462,3,3,0,9,482,82,8,0,10,0,105,12,0,6,15,0,31,145,75,59,463,6,740,60,4,6,0,0,70,4,0,0,3,0,12,33,5,7,73,0,124,13,3,6,11,0,31,5,4,0,0,0,10,334,4,4,0,4,348,40,13,12,199,0,272,43,15,11,49,0,128,65,0,0,0,0,65,12,0,0,3,0,18,8,0,0,0,0,7,0,3,0,7,0,9,4,0,0,0,0,11,16,11,0,0,0,24,5,4,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,29,11,17,98,0,158,15,0,0,0,0,21,29,0,0,0,0,31,17,0,0,3,0,17,69,0,7,0,0,76,127,0,5,0,0,134,3,0,0,9,0,21,589,36,16,30,14,686,24,7,0,15,125,173,2111,191,143,1187,173,3805,78,156
801041040,51,146,156,1146,20,1514,0,3,0,14,0,21,571,6,8,8,9,606,84,10,11,19,4,126,30,19,6,25,0,85,262,147,121,812,32,1372,93,0,5,3,0,104,4,0,0,5,0,9,35,15,11,109,0,170,17,6,6,15,0,38,5,5,3,3,0,15,252,0,3,4,3,265,63,25,32,337,13,473,65,27,8,86,7,185,155,0,0,0,0,159,4,3,0,8,0,18,13,5,0,7,0,24,13,3,4,6,0,22,15,4,3,0,0,25,25,10,12,3,0,52,22,6,3,9,0,40,12,0,0,5,0,10,3,0,0,0,0,3,70,42,30,243,3,382,19,5,0,4,0,27,18,0,0,0,0,19,25,0,0,5,0,38,38,0,0,0,4,41,184,3,0,4,0,192,13,5,0,12,0,27,564,46,49,42,13,708,36,4,0,30,272,343,2505,326,287,2139,361,5618,51,165
801041043,0,16,8,117,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,17,12,13,106,0,146,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,16,3,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,37,0,49,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,31,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,5,0,18,0,0,0,9,7,17,46,28,18,233,11,331,0,8
801041044,45,169,145,1078,26,1454,0,0,0,8,0,8,291,3,17,5,11,333,67,8,5,31,3,109,25,14,7,9,0,57,228,117,88,712,23,1163,40,0,4,3,0,48,10,0,6,8,0,25,32,16,6,103,0,155,46,3,0,25,3,72,0,0,0,0,0,3,234,7,0,4,9,254,57,19,17,263,6,359,40,20,10,64,6,140,65,0,3,0,0,68,5,0,3,3,0,6,10,0,0,0,0,15,3,4,0,3,0,12,10,0,0,0,0,10,32,6,9,3,0,54,19,8,5,22,0,54,12,0,0,3,0,15,15,0,0,0,0,16,46,19,25,164,12,266,20,0,0,3,0,25,24,4,7,0,0,30,20,4,0,6,0,35,32,3,0,0,0,33,70,0,0,0,0,73,12,0,0,11,0,25,433,46,29,34,11,554,15,4,0,31,164,219,1754,306,233,1903,247,4441,100,218
801041045,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0
801041046,73,388,300,2578,31,3363,0,3,0,23,0,27,329,10,13,23,7,381,99,10,10,16,4,145,70,39,29,41,0,175,429,326,251,1721,58,2785,92,0,16,3,4,120,15,4,6,22,0,48,68,34,32,234,5,381,34,11,8,24,5,82,22,9,0,0,0,33,277,0,5,0,0,290,76,66,43,696,16,905,110,40,20,122,0,290,52,0,6,0,0,55,14,8,0,7,0,26,23,4,3,7,0,33,3,7,3,24,5,39,23,3,3,11,5,42,32,11,12,0,0,54,45,5,6,14,0,75,6,4,6,6,0,20,7,0,0,0,0,7,131,77,63,511,17,794,46,4,0,12,0,57,44,4,4,0,0,41,43,3,3,10,3,66,77,0,3,0,0,87,129,4,0,0,0,137,25,6,5,26,0,65,818,87,82,74,22,1082,52,9,8,85,208,362,2876,703,543,4517,341,8983,109,426
801041047,49,262,207,1836,23,2378,0,0,0,4,0,4,355,0,8,9,0,373,122,29,11,30,0,185,57,26,10,41,0,129,445,200,163,1192,14,2014,44,0,0,0,0,51,11,0,5,14,0,27,81,29,6,155,0,275,73,9,13,50,0,153,27,0,0,15,0,38,199,6,4,4,0,202,97,46,33,561,4,745,160,54,24,123,4,356,31,0,0,0,0,35,3,0,0,9,0,9,31,8,0,9,0,46,16,4,0,3,0,26,7,0,0,0,0,7,19,6,4,3,0,33,62,4,13,17,6,93,0,0,0,8,0,12,0,0,0,0,0,4,122,49,28,361,8,567,39,6,3,6,0,54,18,0,0,0,0,27,33,3,7,9,5,60,52,3,3,0,0,58,127,0,5,0,0,132,20,3,0,22,0,47,554,46,66,53,8,730,52,9,6,64,175,298,2558,485,360,3309,242,6950,58,252
801041048,56,170,182,1341,25,1775,0,0,0,7,0,7,411,7,14,6,9,450,72,18,8,18,0,108,35,11,4,20,0,67,258,155,110,1012,29,1568,104,0,10,0,4,115,11,4,5,9,0,26,52,8,15,125,0,202,36,25,0,20,0,76,10,0,0,8,0,18,184,3,0,0,0,196,45,28,41,429,14,549,92,15,10,64,0,186,53,0,6,0,0,61,5,3,0,7,3,15,35,0,0,0,0,41,0,3,4,10,0,19,6,0,4,3,0,10,7,12,3,5,0,28,35,5,6,18,0,59,15,0,4,6,0,16,5,0,0,0,0,5,75,32,35,278,0,417,29,6,0,4,0,34,10,6,0,0,0,23,20,0,0,4,0,24,48,0,0,0,0,48,173,0,0,0,0,178,11,0,3,25,0,44,589,37,51,54,8,739,63,4,7,45,111,234,2298,337,309,2543,189,5680,43,198
801041116,0,0,0,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,27,0,0
